"";"year";"length";"budget";"rating";"Genre";"Genre_bin"
"52196";1995;116;NA;7;"Romance";1
"52197";1977;98;NA;5,5;"Comedy";1
"52198";1977;98;NA;5,5;"Drama";1
"52199";1977;98;NA;5,5;"Romance";1
"52200";1997;90;NA;6,1;"Drama";1
"52201";1999;15;NA;4,7;"Comedy";1
"52202";2003;88;NA;6,3;"Drama";1
"52203";2003;88;NA;6,3;"Romance";1
"52204";2000;124;75000000;5,6;"Action";1
"52205";1994;92;NA;9;"Documentary";1
"52206";2001;84;NA;6,1;"Comedy";1
"52207";1958;129;2479000;8,5;"Drama";1
"52208";1958;129;2479000;8,5;"Romance";1
"52209";1966;77;NA;7,2;"Action";1
"52210";1958;91;NA;6,5;"Drama";1
"52211";1971;92;NA;4,3;"Drama";1
"52212";2001;104;NA;6,2;"Comedy";1
"52213";1998;100;10000000;5,8;"Comedy";1
"52214";1996;90;15000000;5,3;"Comedy";1
"52215";1934;62;NA;6,4;"Comedy";1
"52216";1961;98;NA;5,7;"Comedy";1
"52217";2000;93;NA;6,7;"Comedy";1
"52218";1973;30;NA;8,1;"Animation";1
"52219";1974;80;NA;6,9;"Drama";1
"52220";1965;105;NA;5,8;"Comedy";1
"52221";1944;99;NA;6,3;"Drama";1
"52222";1944;99;NA;6,3;"Romance";1
"52223";2000;75;NA;6,3;"Drama";1
"52224";1947;104;NA;7,5;"Comedy";1
"52225";1947;104;NA;7,5;"Romance";1
"52226";1956;96;NA;6,7;"Romance";1
"52227";1999;93;NA;4,7;"Comedy";1
"52228";2002;13;NA;8,1;"Animation";1
"52229";1938;92;NA;6,8;"Drama";1
"52230";2003;117;NA;9,4;"Drama";1
"52231";1997;125;NA;3,1;"Comedy";1
"52232";1997;125;NA;3,1;"Drama";1
"52233";1934;96;NA;8,4;"Comedy";1
"52234";2005;90;NA;6,9;"Action";1
"52235";2005;90;NA;6,9;"Comedy";1
"52236";1971;90;NA;6,7;"Action";1
"52237";1971;90;NA;6,7;"Drama";1
"52238";1971;90;NA;6,7;"Romance";1
"52239";2000;112;NA;7,1;"Drama";1
"52240";1959;83;NA;7,6;"Comedy";1
"52241";1951;103;NA;7;"Comedy";1
"52242";1942;90;NA;7;"Comedy";1
"52243";1990;90;NA;5,8;"Drama";1
"52244";1990;90;NA;5,8;"Romance";1
"52245";2000;99;NA;5,5;"Drama";1
"52246";1961;93;NA;6,3;"Drama";1
"52247";1998;90;NA;5,8;"Comedy";1
"52248";1999;121;NA;5,6;"Comedy";1
"52249";1999;121;NA;5,6;"Romance";1
"52250";1987;86;NA;4,8;"Action";1
"52251";1961;100;NA;7,8;"Drama";1
"52252";1983;105;NA;4,4;"Drama";1
"52253";1972;101;NA;6,8;"Comedy";1
"52254";1995;103;NA;5,9;"Comedy";1
"52255";1979;108;NA;5,5;"Drama";1
"52256";2002;96;NA;5,8;"Romance";1
"52257";1979;120;NA;4,5;"Comedy";1
"52258";1997;102;NA;6,7;"Comedy";1
"52259";1991;132;NA;7,2;"Comedy";1
"52260";1953;97;NA;7,4;"Drama";1
"52261";1974;102;NA;5,1;"Drama";1
"52262";1999;100;NA;7,9;"Drama";1
"52263";1958;80;NA;8,6;"Comedy";1
"52264";1986;135;NA;7,8;"Comedy";1
"52265";1986;135;NA;7,8;"Drama";1
"52266";2002;103;NA;7;"Drama";1
"52267";2001;85;NA;4,9;"Drama";1
"52268";1942;73;NA;9,2;"Comedy";1
"52269";1992;150;NA;6,7;"Drama";1
"52270";2002;9;NA;7;"Drama";1
"52271";1988;99;NA;4,4;"Comedy";1
"52272";1995;104;NA;3,5;"Drama";1
"52273";2003;95;NA;6,8;"Drama";1
"52274";1999;30;NA;5,7;"Drama";1
"52275";2000;87;NA;6,5;"Comedy";1
"52276";2000;87;NA;6,5;"Drama";1
"52277";1988;90;NA;3,4;"Comedy";1
"52278";1990;93;NA;3,1;"Comedy";1
"52279";2000;83;NA;3,3;"Action";1
"52280";2000;83;NA;3,3;"Drama";1
"52281";1960;71;NA;4,5;"Drama";1
"52282";1982;97;NA;4,8;"Action";1
"52283";1982;97;NA;4,8;"Drama";1
"52284";1948;111;NA;6,5;"Comedy";1
"52285";1988;98;NA;5,3;"Comedy";1
"52286";1963;108;NA;3,9;"Drama";1
"52287";1950;81;NA;1;"Drama";1
"52288";1953;85;NA;7,4;"Drama";1
"52289";1961;95;NA;7,7;"Drama";1
"52290";1964;89;NA;5,9;"Action";1
"52291";1964;89;NA;5,9;"Drama";1
"52292";1998;88;NA;6,2;"Drama";1
"52293";1982;132;NA;7,3;"Comedy";1
"52294";1982;132;NA;7,3;"Romance";1
"52295";1979;89;NA;6,3;"Drama";1
"52296";2004;13;12000;6,8;"Drama";1
"52297";1937;112;NA;7,1;"Drama";1
"52298";1963;175;NA;6,8;"Drama";1
"52299";1995;99;NA;5,8;"Drama";1
"52300";1995;99;NA;5,8;"Romance";1
"52301";1992;12;NA;6,1;"Drama";1
"52302";1943;65;788000;7,4;"Animation";1
"52303";1943;65;788000;7,4;"Documentary";1
"52304";1943;8;NA;6,7;"Animation";1
"52305";1943;8;NA;6,7;"Comedy";1
"52306";1993;95;NA;5,8;"Comedy";1
"52307";1993;95;NA;5,8;"Drama";1
"52308";2003;101;NA;8,7;"Drama";1
"52309";2002;103;NA;7,1;"Drama";1
"52310";2001;68;NA;7,3;"Documentary";1
"52311";1952;90;NA;6,5;"Drama";1
"52312";1945;92;NA;7,8;"Comedy";1
"52313";1998;106;NA;6,8;"Drama";1
"52314";2003;128;NA;7,2;"Drama";1
"52315";1955;100;NA;7,7;"Drama";1
"52316";1958;90;NA;6,5;"Comedy";1
"52317";2004;100;NA;6,3;"Drama";1
"52318";1996;30;NA;1,6;"Drama";1
"52319";1963;103;NA;7,8;"Drama";1
"52320";2001;97;NA;6,8;"Drama";1
"52321";1992;93;NA;5,3;"Drama";1
"52322";1975;83;NA;3,1;"Comedy";1
"52323";1992;106;NA;6,9;"Documentary";1
"52324";2003;100;NA;5,5;"Romance";1
"52325";1994;112;NA;4,6;"Drama";1
"52326";1973;100;NA;3,5;"Comedy";1
"52327";2001;98;NA;6,5;"Action";1
"52328";2001;98;NA;6,5;"Drama";1
"52329";1963;112;NA;6,1;"Drama";1
"52330";1981;93;NA;6,1;"Drama";1
"52331";1979;84;NA;7,6;"Comedy";1
"52332";1985;95;NA;5,7;"Drama";1
"52333";1991;54;NA;6,8;"Drama";1
"52334";1977;105;NA;7,5;"Drama";1
"52335";1906;20;NA;4,8;"Drama";1
"52336";1987;80;NA;5,6;"Comedy";1
"52337";1987;80;NA;5,6;"Drama";1
"52338";1988;90;NA;6,6;"Comedy";1
"52339";1983;111;NA;7,2;"Comedy";1
"52340";1983;111;NA;7,2;"Drama";1
"52341";2003;5;NA;6,5;"Comedy";1
"52342";1989;135;NA;7,7;"Drama";1
"52343";2000;123;NA;6,1;"Drama";1
"52344";1999;111;NA;6,4;"Comedy";1
"52345";2002;102;NA;5,5;"Drama";1
"52346";2002;93;NA;6,3;"Drama";1
"52347";1994;85;NA;5,6;"Comedy";1
"52348";1994;85;NA;5,6;"Romance";1
"52349";1998;66;NA;6,6;"Comedy";1
"52350";1998;66;NA;6,6;"Drama";1
"52351";1969;115;NA;6,8;"Drama";1
"52352";1999;95;NA;6,9;"Drama";1
"52353";1967;86;NA;7,8;"Comedy";1
"52354";1967;86;NA;7,8;"Drama";1
"52355";1992;100;NA;6,6;"Comedy";1
"52356";1998;21;NA;7,6;"Animation";1
"52357";1998;21;NA;7,6;"Comedy";1
"52358";1965;94;NA;6,8;"Drama";1
"52359";1972;85;NA;6;"Comedy";1
"52360";1991;95;NA;7,1;"Comedy";1
"52361";2002;101;NA;4,3;"Documentary";1
"52362";2001;16;NA;9,4;"Documentary";1
"52363";1982;98;NA;8,2;"Comedy";1
"52364";2002;104;NA;5,2;"Comedy";1
"52365";1981;85;NA;6,5;"Comedy";1
"52366";1965;127;NA;9;"Drama";1
"52367";1951;80;NA;6,5;"Drama";1
"52368";2003;91;NA;6;"Comedy";1
"52369";2003;91;NA;6;"Romance";1
"52370";1983;105;NA;7,1;"Drama";1
"52371";2005;91;NA;6,8;"Comedy";1
"52372";2005;91;NA;6,8;"Drama";1
"52373";2000;87;NA;6,4;"Documentary";1
"52374";1990;92;NA;3,8;"Action";1
"52375";1994;90;NA;8,5;"Documentary";1
"52376";1975;102;NA;7,8;"Drama";1
"52377";1955;97;NA;5,5;"Drama";1
"52378";2003;87;NA;5,1;"Comedy";1
"52379";2003;87;NA;5,1;"Romance";1
"52380";1985;131;30000000;5,9;"Action";1
"52381";1998;105;NA;1,7;"Comedy";1
"52382";1984;90;NA;6;"Drama";1
"52383";1940;102;NA;6,3;"Drama";1
"52384";1983;90;NA;5,7;"Action";1
"52385";1983;90;NA;5,7;"Drama";1
"52386";1976;89;NA;4;"Drama";1
"52387";1947;285;NA;7,4;"Action";1
"52388";1960;100;NA;7,1;"Comedy";1
"52389";1998;106;NA;5,7;"Drama";1
"52390";1939;99;NA;4,6;"Comedy";1
"52391";1967;80;NA;4,4;"Action";1
"52392";1995;80;NA;4,6;"Action";1
"52393";1928;90;NA;7,8;"Action";1
"52394";1931;70;NA;5,2;"Drama";1
"52395";2004;40;NA;7,7;"Documentary";1
"52396";1958;114;5000000;6,9;"Action";1
"52397";2001;112;NA;5,6;"Comedy";1
"52398";1933;100;NA;7,9;"Comedy";1
"52399";1978;103;NA;6,4;"Drama";1
"52400";1963;105;NA;4,3;"Drama";1
"52401";1953;98;NA;5,6;"Comedy";1
"52402";1953;98;NA;5,6;"Drama";1
"52403";2002;120;NA;5,6;"Drama";1
"52404";2004;106;NA;7,1;"Drama";1
"52405";1964;70;NA;7,2;"Comedy";1
"52406";1994;137;NA;6,1;"Drama";1
"52407";1994;137;NA;6,1;"Romance";1
"52408";1936;8;NA;8,3;"Animation";1
"52409";1936;8;NA;8,3;"Comedy";1
"52410";1942;7;NA;6;"Animation";1
"52411";1942;7;NA;6;"Comedy";1
"52412";1935;66;NA;8,2;"Comedy";1
"52413";1935;80;NA;3,5;"Drama";1
"52414";1962;86;NA;4,9;"Comedy";1
"52415";1999;13;NA;7,3;"Animation";1
"52416";1993;14;NA;7,9;"Animation";1
"52417";2004;108;60000000;6,6;"Drama";1
"52418";1971;98;NA;5,4;"Drama";1
"52419";1940;66;NA;5,7;"Comedy";1
"52420";1979;89;NA;4,5;"Comedy";1
"52421";1999;96;NA;5,5;"Action";1
"52422";1999;96;NA;5,5;"Comedy";1
"52423";1990;84;NA;7,1;"Documentary";1
"52424";1984;111;NA;6,4;"Drama";1
"52425";2000;136;NA;7,6;"Drama";1
"52426";1994;106;NA;5,1;"Drama";1
"52427";2003;85;NA;7,1;"Action";1
"52428";1936;6;NA;5,4;"Animation";1
"52429";1936;6;NA;5,4;"Comedy";1
"52430";1989;102;NA;6,9;"Action";1
"52431";1989;102;NA;6,9;"Animation";1
"52432";1982;6;NA;8,2;"Animation";1
"52433";1987;105;NA;6,3;"Animation";1
"52434";1987;105;NA;6,3;"Drama";1
"52435";2001;4;NA;6,7;"Comedy";1
"52436";2001;4;NA;6,7;"Drama";1
"52437";1990;138;NA;7,2;"Drama";1
"52438";1988;192;NA;8,9;"Documentary";1
"52439";1991;100;NA;6,6;"Drama";1
"52440";2000;9;NA;7,5;"Documentary";1
"52441";2004;108;NA;6,8;"Comedy";1
"52442";1986;93;4210000;4,3;"Action";1
"52443";2000;105;NA;6,5;"Drama";1
"52444";2000;105;NA;6,5;"Romance";1
"52445";1938;94;NA;3,9;"Drama";1
"52446";1916;69;NA;6,2;"Drama";1
"52447";1995;72;NA;3;"Documentary";1
"52448";1957;92;NA;5,2;"Drama";1
"52449";2005;84;NA;5,9;"Drama";1
"52450";1996;98;NA;4,9;"Drama";1
"52451";1953;110;NA;5,9;"Drama";1
"52452";2000;110;NA;7,2;"Documentary";1
"52453";1998;93;NA;5,1;"Comedy";1
"52454";1977;95;NA;5,9;"Drama";1
"52455";1947;72;NA;6,3;"Drama";1
"52456";1997;26;NA;9;"Documentary";1
"52457";1938;18;NA;7,8;"Comedy";1
"52458";1967;84;NA;4,9;"Drama";1
"52459";1958;108;NA;6,1;"Drama";1
"52460";1958;86;NA;5;"Drama";1
"52461";1955;90;NA;6,7;"Drama";1
"52462";1999;85;NA;4,5;"Action";1
"52463";1956;65;NA;3,2;"Drama";1
"52464";1975;88;NA;6;"Action";1
"52465";1982;90;NA;4,2;"Action";1
"52466";1952;94;NA;6,5;"Comedy";1
"52467";1958;108;NA;6;"Drama";1
"52468";1960;83;NA;6;"Comedy";1
"52469";1986;88;NA;5,5;"Drama";1
"52470";1986;88;NA;5,5;"Romance";1
"52471";1936;21;NA;6,6;"Comedy";1
"52472";1936;21;NA;6,6;"Romance";1
"52473";1998;140;10000000;7,8;"Drama";1
"52474";1998;140;10000000;7,8;"Romance";1
"52475";1974;110;NA;7;"Drama";1
"52476";1987;105;NA;8,4;"Comedy";1
"52477";1968;79;NA;7;"Animation";1
"52478";1968;79;NA;7;"Comedy";1
"52479";1994;88;NA;3,6;"Action";1
"52480";1997;165;NA;7,4;"Drama";1
"52481";1997;165;NA;7,4;"Romance";1
"52482";1991;101;NA;7,6;"Drama";1
"52483";2002;140;NA;6;"Drama";1
"52484";2000;98;NA;7;"Drama";1
"52485";2001;93;NA;7,3;"Drama";1
"52486";2002;20;NA;6,8;"Drama";1
"52487";2003;114;NA;6;"Drama";1
"52488";1958;84;NA;5,2;"Drama";1
"52489";1987;89;NA;2,4;"Comedy";1
"52490";1955;92;NA;6,6;"Drama";1
"52491";1969;95;NA;5,6;"Comedy";1
"52492";1969;95;NA;5,6;"Drama";1
"52493";1999;90;6000000;7,2;"Drama";1
"52494";1970;95;NA;5,2;"Drama";1
"52495";1970;95;NA;5,2;"Romance";1
"52496";1948;63;NA;4,9;"Drama";1
"52497";2003;91;NA;5,4;"Comedy";1
"52498";1941;110;NA;6,8;"Drama";1
"52499";1941;110;NA;6,8;"Romance";1
"52500";1940;121;NA;6,6;"Action";1
"52501";1940;121;NA;6,6;"Drama";1
"52502";1940;121;NA;6,6;"Romance";1
"52503";2002;101;NA;5,8;"Drama";1
"52504";1961;90;NA;7,8;"Drama";1
"52505";1996;97;NA;3;"Action";1
"52506";1996;84;NA;3,2;"Drama";1
"52507";1999;92;NA;5;"Comedy";1
"52508";1999;92;NA;5;"Drama";1
"52509";2001;93;NA;5,3;"Action";1
"52510";2001;93;NA;5,3;"Drama";1
"52511";1932;68;NA;5,2;"Drama";1
"52512";1995;106;30000000;5,3;"Action";1
"52513";1930;80;NA;4,3;"Drama";1
"52514";1930;80;NA;4,3;"Romance";1
"52515";2004;175;NA;6,5;"Drama";1
"52516";1980;101;NA;4,1;"Action";1
"52517";1986;84;NA;7,8;"Comedy";1
"52518";1986;84;NA;7,8;"Drama";1
"52519";1986;90;NA;8;"Comedy";1
"52520";1925;114;NA;6,1;"Drama";1
"52521";1985;105;NA;5,8;"Comedy";1
"52522";1985;105;NA;5,8;"Drama";1
"52523";1954;94;NA;3,5;"Drama";1
"52524";1954;94;NA;3,5;"Romance";1
"52525";1985;105;NA;5,8;"Drama";1
"52526";1985;105;NA;5,8;"Romance";1
"52527";2002;6;NA;7,8;"Animation";1
"52528";2001;108;NA;5,2;"Drama";1
"52529";1973;109;NA;6,2;"Documentary";1
"52530";1992;92;NA;7,7;"Documentary";1
"52531";1906;12;NA;6,5;"Documentary";1
"52532";1960;85;NA;5,5;"Comedy";1
"52533";1966;29;NA;8,8;"Documentary";1
"52534";1964;100;NA;6,6;"Drama";1
"52535";1999;91;NA;5,4;"Drama";1
"52536";1987;92;NA;3,4;"Comedy";1
"52537";1942;115;NA;7,9;"Drama";1
"52538";1942;115;NA;7,9;"Romance";1
"52539";1993;107;NA;6,4;"Comedy";1
"52540";1951;8;NA;4,9;"Documentary";1
"52541";1972;88;NA;6,1;"Drama";1
"52542";1972;91;NA;7,8;"Drama";1
"52543";1966;112;NA;7,3;"Comedy";1
"52544";1950;108;NA;7,9;"Comedy";1
"52545";1950;108;NA;7,9;"Drama";1
"52546";1961;118;NA;9,2;"Comedy";1
"52547";1990;118;NA;6,9;"Drama";1
"52548";1968;102;NA;8,4;"Documentary";1
"52549";2004;86;NA;6,7;"Drama";1
"52550";2001;87;NA;3,4;"Action";1
"52551";1990;103;NA;4,9;"Drama";1
"52552";1941;7;NA;4,3;"Animation";1
"52553";1966;7;NA;5,4;"Animation";1
"52554";1953;104;NA;7,8;"Drama";1
"52555";1991;83;NA;6,7;"Drama";1
"52556";1974;83;NA;5,8;"Comedy";1
"52557";1979;105;NA;4,4;"Drama";1
"52558";1977;78;NA;6,3;"Drama";1
"52559";1982;90;NA;5,7;"Comedy";1
"52560";1994;86;NA;5,8;"Drama";1
"52561";1989;18;NA;8,6;"Documentary";1
"52562";1977;106;NA;2,6;"Action";1
"52563";1977;106;NA;2,6;"Comedy";1
"52564";2001;97;NA;6;"Comedy";1
"52565";2001;97;NA;6;"Drama";1
"52566";1964;85;NA;5,7;"Romance";1
"52567";1969;93;NA;6,1;"Comedy";1
"52568";1967;82;NA;7,5;"Comedy";1
"52569";2002;94;1000000;6,8;"Comedy";1
"52570";1989;105;NA;5;"Comedy";1
"52571";2003;87;NA;7;"Comedy";1
"52572";2003;87;NA;7;"Romance";1
"52573";1952;115;NA;7,5;"Drama";1
"52574";1961;138;NA;5,7;"Drama";1
"52575";1970;90;NA;7;"Drama";1
"52576";1938;90;703000;7;"Comedy";1
"52577";1938;90;703000;7;"Romance";1
"52578";2002;89;NA;2,9;"Comedy";1
"52579";2002;95;NA;6,4;"Drama";1
"52580";1991;140;NA;6,9;"Romance";1
"52581";1983;95;NA;6,3;"Comedy";1
"52582";1962;18;NA;6,4;"Documentary";1
"52583";1984;87;NA;4,7;"Comedy";1
"52584";2000;96;NA;5,9;"Comedy";1
"52585";1983;110;NA;7,4;"Comedy";1
"52586";1947;90;NA;7;"Comedy";1
"52587";1947;90;NA;7;"Drama";1
"52588";1998;95;NA;4,3;"Action";1
"52589";1969;103;NA;6,2;"Comedy";1
"52590";1997;84;NA;3,5;"Drama";1
"52591";1991;91;NA;4,7;"Drama";1
"52592";2002;92;NA;5;"Comedy";1
"52593";2002;92;NA;5;"Drama";1
"52594";2002;92;NA;5;"Romance";1
"52595";1998;105;NA;6,8;"Drama";1
"52596";1973;92;NA;5,2;"Drama";1
"52597";2002;89;NA;6,7;"Drama";1
"52598";1984;98;NA;3,3;"Action";1
"52599";1967;130;NA;6,2;"Drama";1
"52600";1962;85;64000;7,4;"Drama";1
"52601";1968;70;76000;5,4;"Drama";1
"52602";1993;88;NA;7,2;"Romance";1
"52603";1945;115;NA;7,4;"Comedy";1
"52604";2001;110;2500000;7,8;"Comedy";1
"52605";2001;110;2500000;7,8;"Drama";1
"52606";2004;111;3000000;5,6;"Comedy";1
"52607";2004;111;3000000;5,6;"Drama";1
"52608";1979;114;NA;6,2;"Drama";1
"52609";1986;88;NA;7,9;"Documentary";1
"52610";2002;100;NA;9;"Drama";1
"52611";1970;106;NA;3,8;"Drama";1
"52612";1981;97;NA;6,3;"Comedy";1
"52613";1983;90;NA;6,1;"Drama";1
"52614";1988;93;NA;7;"Documentary";1
"52615";1985;92;NA;6,4;"Drama";1
"52616";1995;176;NA;7;"Drama";1
"52617";1981;94;NA;6,4;"Drama";1
"52618";1983;89;NA;6,5;"Romance";1
"52619";1970;86;NA;7,7;"Comedy";1
"52620";1990;120;NA;6;"Comedy";1
"52621";2004;120;NA;8,2;"Drama";1
"52622";1964;93;NA;6,3;"Comedy";1
"52623";1991;91;NA;4,8;"Drama";1
"52624";2004;105;3300000;7,7;"Drama";1
"52625";2003;90;NA;6,5;"Comedy";1
"52626";2003;90;NA;6,5;"Drama";1
"52627";1969;96;NA;5,7;"Action";1
"52628";1969;96;NA;5,7;"Comedy";1
"52629";1983;92;NA;6,4;"Drama";1
"52630";1983;92;NA;6,4;"Romance";1
"52631";1986;89;NA;4,2;"Drama";1
"52632";1962;110;NA;6,3;"Comedy";1
"52633";1962;110;NA;6,3;"Drama";1
"52634";1962;110;NA;6,3;"Romance";1
"52635";1973;105;NA;5,9;"Comedy";1
"52636";1999;90;NA;5,2;"Comedy";1
"52637";1997;90;NA;2,8;"Comedy";1
"52638";1937;109;NA;5,6;"Comedy";1
"52639";1937;109;NA;5,6;"Romance";1
"52640";1943;18;NA;5,9;"Documentary";1
"52641";1958;103;NA;6,1;"Drama";1
"52642";1944;85;50000;5,4;"Drama";1
"52643";1936;72;NA;6,4;"Drama";1
"52644";1932;12;NA;2,8;"Comedy";1
"52645";2002;7;NA;7;"Documentary";1
"52646";1947;103;NA;5,8;"Comedy";1
"52647";1945;60;NA;6,8;"Drama";1
"52648";1979;106;NA;5,8;"Drama";1
"52649";1995;91;NA;5,5;"Drama";1
"52650";2004;80;NA;7,2;"Documentary";1
"52651";1988;85;NA;5,2;"Documentary";1
"52652";1956;113;NA;7,7;"Drama";1
"52653";1998;88;NA;5,9;"Comedy";1
"52654";1967;95;NA;9;"Comedy";1
"52655";1992;86;NA;6,2;"Drama";1
"52656";1984;105;NA;7;"Comedy";1
"52657";1976;103;NA;6,6;"Drama";1
"52658";1976;103;NA;6,6;"Romance";1
"52659";1982;141;NA;7,8;"Romance";1
"52660";1996;88;NA;5,6;"Comedy";1
"52661";1996;88;NA;5,6;"Romance";1
"52662";1942;8;NA;7;"Animation";1
"52663";1997;104;90000000;5,2;"Action";1
"52664";1997;104;90000000;5,2;"Drama";1
"52665";1976;100;NA;6,7;"Documentary";1
"52666";2003;40;NA;6,2;"Documentary";1
"52667";1971;96;NA;5,8;"Drama";1
"52668";1991;92;NA;6,7;"Comedy";1
"52669";1998;105;NA;6,3;"Drama";1
"52670";1967;120;NA;6,4;"Comedy";1
"52671";1967;120;NA;6,4;"Drama";1
"52672";1996;117;NA;7,1;"Drama";1
"52673";1996;117;NA;7,1;"Romance";1
"52674";1999;78;NA;6;"Drama";1
"52675";1966;88;NA;5,9;"Drama";1
"52676";2004;96;NA;6;"Comedy";1
"52677";2004;96;NA;6;"Drama";1
"52678";1938;108;NA;7,8;"Comedy";1
"52679";1926;120;NA;5,8;"Drama";1
"52680";1926;120;NA;5,8;"Romance";1
"52681";1994;91;NA;3,7;"Comedy";1
"52682";2002;96;NA;5,1;"Drama";1
"52683";1998;124;NA;6,4;"Drama";1
"52684";1941;94;NA;7;"Comedy";1
"52685";1979;68;NA;9,3;"Animation";1
"52686";2004;108;NA;4,5;"Action";1
"52687";2004;108;NA;4,5;"Comedy";1
"52688";2004;108;NA;4,5;"Romance";1
"52689";1933;72;NA;6,4;"Drama";1
"52690";1980;105;NA;7,2;"Drama";1
"52691";1985;107;NA;4,9;"Comedy";1
"52692";2005;107;NA;5,9;"Comedy";1
"52693";2005;107;NA;5,9;"Drama";1
"52694";2005;107;NA;5,9;"Romance";1
"52695";1965;117;NA;7;"Action";1
"52696";1965;117;NA;7;"Drama";1
"52697";1956;91;NA;5,1;"Drama";1
"52698";1997;62;NA;4,4;"Comedy";1
"52699";1999;6;NA;5,6;"Comedy";1
"52700";1992;92;NA;7,4;"Romance";1
"52701";1997;110;2000000;7,2;"Drama";1
"52702";1928;6;NA;7,5;"Animation";1
"52703";1999;95;NA;6,8;"Drama";1
"52704";1999;15;NA;5,5;"Drama";1
"52705";1993;90;NA;5,1;"Drama";1
"52706";1974;82;NA;3,7;"Comedy";1
"52707";1976;111;NA;7,7;"Drama";1
"52708";1960;152;NA;8,1;"Drama";1
"52709";1996;43;NA;5,3;"Drama";1
"52710";1949;84;NA;5,2;"Comedy";1
"52711";2002;90;NA;8,7;"Comedy";1
"52712";1977;92;NA;4,4;"Comedy";1
"52713";1980;98;NA;6,9;"Drama";1
"52714";1926;80;NA;6,3;"Drama";1
"52715";1976;155;NA;5,9;"Drama";1
"52716";1988;97;NA;3,1;"Comedy";1
"52717";1947;85;NA;6,2;"Comedy";1
"52718";1974;102;NA;7,6;"Animation";1
"52719";1999;111;NA;7,4;"Drama";1
"52720";2002;120;NA;7,1;"Action";1
"52721";2002;120;NA;7,1;"Drama";1
"52722";1968;390;100000000;8,5;"Drama";1
"52723";1965;147;NA;7,9;"Drama";1
"52724";1966;100;NA;7,9;"Drama";1
"52725";1967;84;NA;8;"Drama";1
"52726";1967;96;NA;7,8;"Drama";1
"52727";1979;99;NA;8,4;"Comedy";1
"52728";2000;95;NA;5,9;"Comedy";1
"52729";2000;95;NA;5,9;"Drama";1
"52730";2001;105;NA;6,2;"Drama";1
"52731";1943;74;NA;9;"Comedy";1
"52732";1967;119;NA;8,2;"Drama";1
"52733";2003;105;NA;8,2;"Drama";1
"52734";1937;114;NA;6,1;"Drama";1
"52735";1996;160;NA;7;"Comedy";1
"52736";1972;115;NA;7;"Drama";1
"52737";1978;92;NA;7,2;"Documentary";1
"52738";1936;75;NA;9;"Comedy";1
"52739";1967;90;NA;4,5;"Comedy";1
"52740";1943;94;NA;7,9;"Drama";1
"52741";1989;98;NA;7,2;"Drama";1
"52742";1988;288;NA;8,3;"Drama";1
"52743";1998;158;NA;6,7;"Drama";1
"52744";1965;158;NA;8,5;"Drama";1
"52745";1976;101;NA;5,6;"Drama";1
"52746";1981;90;NA;5,8;"Drama";1
"52747";1993;99;NA;7,3;"Drama";1
"52748";1983;110;NA;7;"Comedy";1
"52749";1983;110;NA;7;"Drama";1
"52750";1979;113;NA;6;"Drama";1
"52751";1992;10;NA;5,5;"Comedy";1
"52752";1992;10;NA;5,5;"Drama";1
"52753";1972;100;NA;6,6;"Romance";1
"52754";2004;106;NA;6,4;"Drama";1
"52755";1992;99;NA;5,7;"Drama";1
"52756";1979;102;NA;7,6;"Drama";1
"52757";1932;118;NA;5,2;"Drama";1
"52758";1995;100;NA;6,1;"Comedy";1
"52759";1978;97;NA;6,2;"Drama";1
"52760";1997;135;NA;2,5;"Action";1
"52761";1997;135;NA;2,5;"Romance";1
"52762";1969;78;NA;7,3;"Drama";1
"52763";2001;105;NA;6,1;"Comedy";1
"52764";2001;105;NA;6,1;"Drama";1
"52765";1961;110;NA;7,6;"Drama";1
"52766";2002;97;NA;6,2;"Comedy";1
"52767";2002;97;NA;6,2;"Romance";1
"52768";1989;88;NA;5,9;"Comedy";1
"52769";1981;76;NA;8;"Animation";1
"52770";1994;99;NA;3,6;"Drama";1
"52771";1950;106;NA;6,3;"Drama";1
"52772";1961;76;NA;6,5;"Action";1
"52773";2000;85;NA;4,7;"Drama";1
"52774";1997;77;NA;2,8;"Documentary";1
"52775";1999;90;NA;4,3;"Comedy";1
"52776";1957;94;NA;6,9;"Romance";1
"52777";1966;77;NA;7,9;"Drama";1
"52778";1985;90;NA;6,1;"Romance";1
"52779";1986;90;NA;5,3;"Drama";1
"52780";1979;139;NA;5,3;"Drama";1
"52781";1986;93;NA;5,4;"Action";1
"52782";1982;92;NA;7,5;"Comedy";1
"52783";1984;108;NA;7,1;"Drama";1
"52784";1976;111;NA;5,8;"Drama";1
"52785";1996;114;NA;7,2;"Documentary";1
"52786";1966;80;NA;5,4;"Drama";1
"52787";2001;75;NA;5,9;"Documentary";1
"52788";1918;1;NA;3,6;"Animation";1
"52789";1975;91;NA;5,3;"Comedy";1
"52790";2004;92;NA;7,1;"Documentary";1
"52791";2002;40;NA;6,3;"Documentary";1
"52792";1970;115;NA;4,9;"Drama";1
"52793";2002;100;NA;6,6;"Action";1
"52794";2002;100;NA;6,6;"Animation";1
"52795";2002;103;NA;4,3;"Drama";1
"52796";1941;8;NA;7,7;"Animation";1
"52797";1941;8;NA;7,7;"Comedy";1
"52798";1942;8;NA;7;"Animation";1
"52799";1942;8;NA;7;"Comedy";1
"52800";1927;6;NA;9,3;"Animation";1
