"";"year";"length";"budget";"rating";"Action";"Animation";"Comedy";"Drama";"Documentary";"Romance"
"51585";1959;96;NA;6;0;0;0;0;0;0
"51586";1936;93;NA;7,8;0;0;0;1;0;0
"51587";1956;91;NA;6,2;0;0;0;1;0;0
"51588";1980;84;NA;3,9;0;0;0;0;0;0
"51589";1992;145;NA;5;0;0;0;0;0;0
"51590";2002;89;17000000;4,4;0;0;0;0;0;0
"51591";1939;70;NA;6;0;0;0;1;0;0
"51592";1942;85;NA;6,8;0;0;1;0;0;0
"51593";1981;115;NA;6;0;0;1;0;0;0
"51594";2003;100;1000000;6,5;0;0;1;0;0;0
"51595";1932;69;NA;6,3;0;0;0;1;0;0
"51596";1982;86;NA;4,8;1;0;1;0;0;0
"51597";1970;108;NA;5,8;0;0;0;1;0;0
"51598";1989;81;NA;4,1;1;0;0;0;0;0
"51599";1967;85;NA;3,6;0;0;0;0;0;0
"51600";2001;7;NA;7,6;0;0;0;0;0;0
"51601";1959;123;4000000;6,3;0;0;0;0;0;0
"51602";1955;75;NA;5,4;0;0;0;1;0;0
"51603";1998;95;NA;4;0;0;0;1;0;0
"51604";2001;93;NA;3,5;0;0;0;0;0;0
"51605";1941;75;NA;7;0;0;0;1;0;0
"51606";1941;140;2200000;7,1;0;0;0;1;0;1
"51607";1985;70;NA;2,7;0;0;0;0;0;0
"51608";1938;84;NA;8;0;0;0;0;0;0
"51609";1940;95;500000;7,3;0;0;0;1;0;0
"51610";1979;73;NA;2,1;0;0;0;0;0;0
"51611";1942;108;NA;6,5;0;0;0;1;0;0
"51612";1937;94;NA;6,7;0;0;0;1;0;0
"51613";1929;20;NA;7,2;0;0;1;0;0;0
"51614";1943;95;NA;6,5;0;0;1;0;0;0
"51615";1929;83;NA;5;0;0;1;0;0;0
"51616";1940;96;NA;6,7;0;0;0;1;0;1
"51617";1930;95;NA;4,7;0;0;0;1;0;0
"51618";1988;93;4000000;6,5;1;0;0;0;0;0
"51619";1949;95;NA;7,8;0;0;0;0;0;1
"51620";1939;69;NA;5,6;0;0;0;1;0;0
"51621";1939;92;NA;7;0;0;0;1;0;0
"51622";1947;78;NA;6,5;0;0;0;1;0;0
"51623";1946;64;NA;6,7;0;0;0;0;0;0
"51624";1941;69;NA;3,2;0;0;0;1;0;0
"51625";1941;77;NA;4,5;0;0;1;0;0;0
"51626";1941;92;NA;6,3;0;0;0;1;0;1
"51627";1936;70;NA;5,1;0;0;1;0;0;0
"51628";1943;95;NA;9;0;0;0;0;0;0
"51629";1971;98;NA;7;0;0;1;0;0;1
"51630";1972;97;NA;6,1;0;0;0;0;0;0
"51631";1942;73;NA;4,8;0;0;0;1;0;0
"51632";1968;92;NA;4,8;0;0;0;1;0;0
"51633";1954;84;NA;5,9;0;0;0;0;0;0
"51634";1939;105;NA;6,4;0;0;0;1;0;0
"51635";1969;120;NA;7,6;0;0;0;1;0;0
"51636";2000;87;NA;9;0;0;0;0;0;0
"51637";1987;91;NA;3,7;0;0;1;0;0;0
"51638";1943;18;NA;7,5;0;0;1;0;0;0
"51639";1979;95;NA;3,9;0;0;1;0;0;0
"51640";1945;135;NA;7,3;0;0;0;1;0;0
"51641";1950;102;NA;5,9;0;0;0;0;0;0
"51642";1945;115;NA;6,3;0;0;0;1;0;0
"51643";1953;107;NA;5,7;0;0;0;1;0;0
"51644";1947;80;NA;7,3;0;0;0;1;0;0
"51645";1937;95;NA;7,6;0;0;0;1;0;0
"51646";1938;22;NA;6,8;0;0;0;0;0;0
"51647";1948;7;NA;6,3;0;1;1;0;0;0
"51648";1984;96;NA;3,7;0;0;0;0;0;0
"51649";1966;112;NA;7,4;0;0;1;0;0;0
"51650";1986;90;NA;7,8;0;0;1;0;0;0
"51651";1975;230;NA;8,1;0;0;0;1;0;0
"51652";1991;101;NA;6,8;0;0;1;0;0;0
"51653";1998;93;NA;5,8;0;0;0;1;0;0
"51654";1935;20;NA;7,3;0;0;1;0;0;0
"51655";1999;91;NA;4,1;0;0;0;1;0;0
"51656";2002;90;NA;7,8;0;0;0;1;0;0
"51657";1981;117;NA;7,2;0;0;0;1;0;0
"51658";1998;84;NA;3;0;0;0;1;0;0
"51659";1973;104;NA;5,8;0;0;1;0;0;0
"51660";1972;69;NA;5,2;0;0;0;0;0;0
"51661";1924;139;2000000;7,9;1;0;0;0;0;0
"51662";1940;106;NA;7,6;0;0;0;0;0;0
"51663";1952;78;NA;5;0;0;0;0;0;0
"51664";1984;100;9000000;5,1;0;0;0;1;0;0
"51665";1952;85;NA;6,9;0;0;0;1;0;0
"51666";2004;31;1000;7,3;0;0;1;0;0;0
"51667";1977;92;NA;4,1;0;0;1;0;0;0
"51668";1941;72;NA;5,7;0;0;1;0;0;0
"51669";1974;123;800000;7;0;0;0;1;0;0
"51670";1990;100;NA;4,8;0;0;0;0;0;0
"51671";1949;94;NA;7,7;0;0;0;0;0;0
"51672";1908;5;NA;6,9;0;0;1;0;0;0
"51673";1961;5;NA;7,6;0;0;0;0;0;0
"51674";1969;91;NA;3,5;0;0;0;0;0;0
"51675";1988;103;NA;7,9;0;0;0;0;1;0
"51676";1937;79;NA;7;0;0;1;0;0;1
"51677";1995;78;NA;7,2;0;0;1;0;0;1
"51678";1996;108;8000000;4,4;0;0;1;0;0;1
"51679";1945;100;1000000;7,1;0;0;1;1;0;1
"51680";1934;93;NA;8,1;0;0;1;0;0;1
"51681";1998;106;NA;4,6;0;0;1;0;0;0
"51682";1964;99;NA;6,8;0;0;0;1;0;0
"51683";1998;170;52000000;7,2;1;0;0;1;0;0
"51684";2004;96;NA;8,3;0;0;1;0;0;0
"51685";1993;116;14000000;6;0;0;1;1;0;1
"51686";1951;85;NA;7,5;0;0;0;0;0;0
"51687";1958;69;NA;3,1;0;0;0;0;0;0
"51688";1972;93;NA;3,3;0;0;1;0;0;0
"51689";1982;109;10000000;7,8;1;0;0;0;0;0
"51690";1989;83;NA;4;0;0;0;0;0;0
"51691";1935;77;NA;6,9;0;0;1;0;0;0
"51692";1982;90;NA;5,2;1;0;1;0;0;0
"51693";2001;120;NA;7,5;0;0;0;1;0;0
"51694";1988;100;NA;6,7;0;0;1;1;0;0
"51695";1947;79;NA;5;0;0;1;0;0;0
"51696";2000;109;NA;6,6;0;0;0;1;0;1
"51697";1936;100;NA;6,7;0;0;0;0;0;0
"51698";1995;115;8000000;6,6;0;0;0;1;0;1
"51699";1969;6;NA;6;0;1;0;0;0;0
"51700";1990;86;NA;3,9;0;0;1;0;0;0
"51701";1937;67;NA;6,1;0;0;0;1;0;0
"51702";1967;30;NA;6,5;0;0;0;0;1;0
"51703";1996;92;NA;5;0;0;0;0;0;0
"51704";2004;10;NA;6;0;0;0;0;0;0
"51705";2001;87;20000000;5,1;0;0;1;0;0;0
"51706";1983;107;NA;5,9;1;0;0;1;0;0
"51707";1965;119;NA;5,9;0;0;0;1;0;0
"51708";1941;7;NA;6;0;0;1;0;0;0
"51709";1940;96;NA;6,4;0;0;1;0;0;0
"51710";1959;105;NA;6,7;0;0;0;0;0;0
"51711";1949;93;NA;8,5;0;0;0;0;0;0
"51712";1999;119;NA;6,7;0;0;0;1;0;0
"51713";2003;108;NA;6;0;0;0;0;1;0
"51714";1954;63;NA;4,9;0;0;0;1;0;0
"51715";2001;8;NA;6,9;0;0;1;0;0;0
"51716";1964;103;NA;6,2;0;0;0;1;0;0
"51717";2002;84;NA;4,4;1;0;1;0;0;0
"51718";1930;85;NA;4,5;0;0;1;0;0;0
"51719";1978;84;NA;6,5;0;0;0;1;0;0
"51720";1999;98;NA;4,8;1;0;0;1;0;0
"51721";1979;93;NA;5,2;0;0;0;0;0;0
"51722";1974;88;NA;2,5;1;0;0;0;0;0
"51723";1997;87;NA;5,4;0;0;0;0;0;0
"51724";2003;100;1500000;7,1;0;0;0;1;0;0
"51725";2001;104;3000000;7,2;0;0;0;1;0;0
"51726";2000;145;80000000;7,4;0;0;0;1;0;0
"51727";1936;77;NA;7,1;0;0;0;0;0;0
"51728";1932;59;NA;6,2;0;0;0;1;0;0
"51729";1929;72;NA;5,6;0;0;0;1;0;0
"51730";1999;100;16000000;6,4;0;0;0;0;0;0
"51731";1932;69;NA;6,1;0;0;0;0;0;0
"51732";1934;74;NA;5,4;0;0;1;0;0;0
"51733";1944;138;NA;7,4;0;0;0;1;0;0
"51734";1993;98;NA;7,5;0;0;0;1;0;0
"51735";1978;102;NA;6,2;0;0;0;0;0;0
"51736";1993;140;NA;4,5;0;0;0;0;0;0
"51737";1942;110;NA;6,9;0;0;0;0;0;0
"51738";1958;100;NA;5;0;0;0;1;0;0
"51739";1993;115;NA;7,1;0;0;0;1;0;0
"51740";2003;75;NA;5,8;0;0;0;0;0;0
"51741";1957;104;NA;6,6;0;0;1;0;0;0
"51742";1933;86;NA;6,1;0;0;0;0;0;0
"51743";2005;88;10000;5,5;0;0;0;0;1;0
"51744";1959;124;NA;5,8;0;0;0;1;0;0
"51745";2001;111;NA;5,6;0;0;0;0;0;0
"51746";2003;104;NA;6,3;0;0;0;1;0;0
"51747";1942;80;NA;7,7;0;0;0;0;0;0
"51748";2000;12;NA;7;0;0;1;0;0;0
"51749";1944;114;NA;7,2;0;0;1;1;0;0
"51750";1958;92;NA;5,6;0;0;1;0;0;0
"51751";1977;102;NA;4,4;0;0;0;0;1;0
"51752";1952;116;NA;7,5;0;0;0;0;1;0
"51753";1981;144;5000000;6,2;0;0;0;1;1;0
"51754";1999;18;NA;4,7;0;0;0;0;0;0
"51755";1971;10;NA;6;0;0;0;0;0;0
"51756";2003;8;NA;6,1;0;0;0;0;0;0
"51757";1951;50;NA;4,1;0;0;0;0;1;0
"51758";1937;100;NA;6,9;0;0;0;1;0;0
"51759";1992;105;NA;5,6;0;0;0;1;0;0
"51760";1954;91;NA;4,4;0;0;0;1;0;0
"51761";1963;94;NA;6,7;0;0;0;1;0;0
"51762";2003;88;NA;5;0;0;1;0;0;1
"51763";2002;94;NA;6,6;0;0;0;0;0;0
"51764";2002;81;1000000;4,2;0;0;1;1;0;0
"51765";2000;80;NA;6,8;0;0;0;0;0;0
"51766";1984;82;NA;8;0;0;1;0;0;0
"51767";1943;11;NA;6,2;0;0;0;0;0;0
"51768";2000;72;NA;8,1;0;0;0;0;1;0
"51769";1973;90;NA;5,4;0;0;0;1;0;0
"51770";1955;7;NA;7;0;1;1;0;0;0
"51771";1943;121;NA;5,3;0;0;0;0;0;0
"51772";1999;85;NA;4,3;0;0;0;1;0;0
"51773";1932;80;NA;6,4;0;0;1;0;0;0
"51774";1955;87;800000;5,4;0;0;0;0;0;0
"51775";2004;2;NA;8,4;0;1;1;0;0;0
"51776";1943;103;NA;7,2;0;0;0;1;0;0
"51777";1945;90;2000000;5,3;0;0;0;1;0;0
"51778";1934;76;NA;5,9;0;0;0;1;0;1
"51779";1938;63;NA;7,8;0;0;1;0;0;0
"51780";1939;86;NA;8,7;0;0;1;0;0;0
"51781";1945;100;NA;5,3;0;0;0;1;0;0
"51782";2000;6;NA;6,9;0;0;0;0;0;0
"51783";1931;68;NA;6,2;0;0;0;1;0;0
"51784";2004;86;NA;6,2;0;0;0;0;1;0
"51785";1966;110;4000000;6,4;0;0;0;1;0;1
"51786";1960;90;NA;4,7;0;0;0;1;0;0
"51787";1950;74;NA;5,7;0;0;0;1;0;0
"51788";2003;90;NA;5,8;0;0;0;0;1;0
"51789";2000;98;1290000;4,3;0;0;1;1;0;1
"51790";1963;134;NA;7,7;0;0;0;1;0;0
"51791";1971;98;NA;2,5;0;0;0;1;0;0
"51792";1941;98;NA;6,5;0;0;1;0;0;0
"51793";2003;100;NA;5,5;0;0;0;1;0;0
"51794";1942;73;NA;7,2;0;0;1;0;0;1
"51795";1947;105;NA;6,1;0;0;0;0;0;0
"51796";1992;10;NA;4,6;0;0;0;0;1;0
"51797";1985;11;NA;8,1;0;1;0;0;0;0
"51798";1942;77;NA;5;0;0;0;1;0;0
"51799";1952;100;NA;5,8;0;0;0;1;0;0
"51800";1993;85;NA;5,7;0;0;1;0;0;0
"51801";1954;9;NA;1,3;0;0;0;0;1;0
"51802";1997;100;NA;4,6;0;0;0;1;0;0
"51803";1999;108;NA;6,1;0;0;1;1;0;1
"51804";1959;89;NA;9,2;0;0;1;0;0;0
"51805";1990;160;NA;5,9;0;0;0;1;0;0
"51806";1980;150;NA;8,3;0;0;0;0;0;0
"51807";1968;102;4300000;6,7;0;0;0;1;0;1
"51808";1999;113;48000000;6,7;0;0;1;0;0;1
"51809";2001;96;NA;8,2;0;0;0;0;1;0
"51810";2000;85;19000000;4,2;0;0;0;0;0;0
"51811";2000;97;NA;7,2;0;0;1;1;0;0
"51812";1964;92;NA;7,2;0;0;0;0;0;0
"51813";1974;95;NA;5,3;0;0;0;0;0;0
"51814";1983;91;NA;2,7;0;0;0;0;0;0
"51815";1974;93;NA;4,4;0;0;1;0;0;0
"51816";1937;80;NA;6;0;0;1;1;0;0
"51817";1967;138;6000000;6,6;0;0;1;0;0;0
"51818";1982;88;NA;3,8;0;0;0;1;0;0
"51819";1949;10;NA;6,4;0;0;0;0;1;0
"51820";1909;2;NA;6,8;0;0;1;0;0;0
"51821";1934;7;NA;5,6;0;1;1;0;0;0
"51822";1965;131;NA;6,4;0;0;0;1;0;0
"51823";1987;88;NA;3,7;0;0;1;0;0;0
"51824";1945;83;NA;5,4;0;0;1;1;0;1
"51825";1941;11;NA;5,3;0;0;0;0;0;0
"51826";1980;105;NA;6;0;0;1;0;0;1
"51827";1914;16;NA;5,3;0;0;1;0;0;0
"51828";1965;138;5600000;6,7;1;0;1;0;0;0
"51829";1953;90;NA;5,6;0;0;0;0;0;0
"51830";1932;72;NA;5,5;0;0;0;1;0;0
"51831";1933;80;NA;7,3;0;0;1;0;0;0
"51832";1992;6;NA;6,9;0;0;0;0;0;0
"51833";1940;74;NA;7,6;0;0;1;0;0;1
"51834";2002;40;NA;7,7;0;0;0;0;1;0
"51835";1969;94;NA;8;0;0;1;0;0;0
"51836";2003;89;NA;6,6;0;0;0;1;0;0
"51837";1997;105;NA;5,7;0;0;0;1;0;0
"51838";1965;118;NA;7,4;0;0;1;1;0;1
"51839";1991;105;NA;6,9;0;0;0;0;0;1
"51840";1969;93;NA;5,6;0;0;0;0;0;0
"51841";1968;70;NA;5,3;0;0;0;0;0;0
"51842";1982;86;NA;5,7;0;0;0;0;0;0
"51843";1945;93;NA;6;0;0;0;0;0;0
"51844";1943;125;NA;6,6;0;0;1;1;0;0
"51845";1986;93;NA;5;1;0;0;1;0;0
"51846";2000;10;NA;6,7;0;0;0;0;0;0
"51847";1976;10;NA;7,9;0;0;0;0;1;0
"51848";1949;66;NA;6,9;0;0;0;1;0;0
"51849";1923;55;NA;7,5;0;0;1;0;0;0
"51850";1906;1;NA;7,1;0;0;0;0;1;0
"51851";1951;16;NA;8,2;0;0;1;0;0;0
"51852";2004;95;25000;9,8;0;0;1;0;0;0
"51853";1935;8;NA;4,4;0;1;0;0;0;0
"51854";1998;87;NA;6,1;0;0;0;1;0;0
"51855";1987;92;5000;5,7;0;0;0;1;0;0
"51856";1967;105;NA;3,4;0;0;1;0;0;0
"51857";1938;75;NA;6,5;0;0;1;0;0;0
"51858";2003;93;NA;4,3;0;0;0;0;0;0
"51859";1936;9;NA;6,3;0;1;1;0;0;0
"51860";1956;88;NA;6,6;0;0;0;1;0;0
"51861";1944;3;NA;6,3;0;1;0;0;0;0
"51862";1970;89;NA;2,8;0;0;0;0;0;0
"51863";1998;82;NA;7;0;0;0;0;0;0
"51864";1944;70;NA;6,5;0;1;0;0;0;0
"51865";1950;106;NA;7,4;0;0;0;1;0;0
"51866";1960;70;NA;5,5;0;0;0;0;0;0
"51867";1978;93;NA;5,1;0;0;1;0;0;0
"51868";2002;9;NA;8,5;0;0;1;0;0;0
"51869";1955;99;NA;7,1;0;0;0;1;0;0
"51870";1940;99;NA;4,3;0;0;0;1;0;0
"51871";1954;102;NA;6,2;0;0;0;1;0;1
"51872";1938;100;NA;7,2;0;0;0;1;0;0
"51873";1948;115;NA;5,5;0;0;0;0;0;1
"51874";1952;17;NA;7,4;0;0;1;0;0;0
"51875";1986;108;NA;7,1;0;0;0;0;0;0
"51876";1997;90;NA;7,9;0;0;0;0;0;0
"51877";1975;117;NA;7,4;0;0;0;0;0;0
"51878";1951;71;NA;4,2;0;0;0;0;0;0
"51879";2005;119;NA;5,2;0;0;1;1;0;0
"51880";1940;79;100000;5,1;0;0;0;1;0;1
"51881";1957;91;NA;7,4;0;0;0;1;0;0
"51882";1989;92;15000000;5,5;1;0;1;0;0;0
"51883";1941;75;NA;6,8;0;0;1;0;0;0
"51884";1931;80;NA;3,8;0;0;0;1;0;0
"51885";1936;81;NA;7,6;0;0;0;0;0;0
"51886";1968;99;NA;6,2;0;0;0;0;0;0
"51887";1951;90;NA;5,8;0;0;1;0;0;1
"51888";1950;15;NA;8;0;0;1;0;0;0
"51889";1965;99;NA;3,5;0;0;1;0;0;0
"51890";1943;83;NA;6,5;0;0;1;0;0;1
"51891";1954;77;NA;6,2;0;0;0;0;0;0
"51892";1969;92;NA;4,9;0;0;0;1;0;0
"51893";1987;87;NA;3,5;1;0;1;0;0;0
"51894";1999;114;48000000;7,3;1;0;1;1;0;0
"51895";1935;17;NA;8;0;0;1;0;0;0
"51896";1957;7;NA;8,2;0;1;1;0;0;0
"51897";1946;100;NA;6,6;0;0;0;0;0;0
"51898";1933;8;15720;7,9;0;1;1;0;0;0
"51899";1934;20;NA;7,3;0;0;1;0;0;0
"51900";1946;18;NA;7,2;0;0;1;0;0;0
"51901";1953;7;NA;7,9;0;1;1;0;0;0
"51902";1943;15;NA;8,1;0;0;1;0;0;0
"51903";1936;9;NA;7,7;0;1;1;0;0;0
"51904";1950;102;NA;6,8;0;0;1;0;0;0
"51905";1922;60;NA;6,6;0;0;1;0;0;0
"51906";1936;61;NA;5,1;0;0;1;0;0;0
"51907";1964;97;NA;7;0;0;0;1;0;0
"51908";1946;17;NA;6,3;0;0;1;0;0;0
"51909";2003;76;NA;7,8;0;0;1;0;0;0
"51910";1938;70;NA;5,9;0;0;1;0;0;0
"51911";1987;102;NA;5,7;0;0;1;1;0;0
"51912";1940;76;NA;7,5;0;0;0;0;0;0
"51913";1944;85;NA;5,9;0;0;1;1;0;0
"51914";1956;84;NA;6;0;0;1;0;0;0
"51915";1936;86;NA;6,4;0;0;1;0;0;0
"51916";1938;18;NA;7,2;0;0;1;0;0;0
"51917";1916;63;NA;6,2;0;0;0;0;0;0
"51918";1921;119;NA;7,5;1;0;0;0;0;0
"51919";1935;96;NA;5,4;1;0;0;0;0;0
"51920";1939;72;NA;5,7;1;0;1;0;0;0
"51921";1948;125;NA;7,2;1;0;0;1;0;1
"51922";1973;105;NA;7,3;1;0;0;0;0;0
"51923";1993;105;NA;6;1;0;1;0;0;1
"51924";1922;58;NA;7,9;0;0;1;0;0;0
"51925";1987;101;NA;6,6;0;0;1;0;0;0
"51926";1935;9;NA;8,2;0;1;1;0;0;0
"51927";1945;15;NA;7,3;0;0;1;0;0;0
"51928";1953;95;NA;5,6;0;0;1;0;0;0
"51929";1939;18;NA;8,1;0;0;1;0;0;0
"51930";1999;104;NA;7,2;0;0;0;1;0;0
"51931";1950;98;NA;7,2;0;0;0;1;0;0
"51932";1993;90;NA;6,8;0;0;0;0;0;0
"51933";1970;165;NA;5,8;0;0;0;1;0;0
"51934";2001;22;NA;9,2;0;0;0;0;0;0
"51935";1937;11;NA;6,7;0;0;1;0;0;0
"51936";1936;84;326000;7,1;0;0;1;0;0;0
"51937";1939;90;NA;7,3;0;0;1;0;0;0
"51938";1942;16;NA;8,1;0;0;1;0;0;0
"51939";1941;65;NA;6,3;0;0;1;0;0;0
"51940";1951;85;NA;6,4;0;0;0;1;0;0
"51941";1962;90;450000;5,5;0;0;1;0;0;0
"51942";1946;92;NA;7,1;0;0;0;1;0;0
"51943";1955;93;NA;5,6;0;0;0;1;0;1
"51944";1939;56;NA;4,4;0;0;0;0;0;0
"51945";1946;17;NA;6,7;0;0;1;0;0;0
"51946";1957;100;NA;5,7;0;0;0;0;0;0
"51947";1978;100;NA;5,6;0;0;0;1;0;0
"51948";1948;82;NA;6;0;0;0;0;0;0
"51949";1931;64;NA;5,7;0;0;0;1;0;0
"51950";1946;90;NA;6,3;0;0;1;1;0;0
"51951";1932;68;NA;5,1;0;0;1;1;0;1
"51952";1995;115;NA;5,5;0;0;0;1;0;0
"51953";2002;85;NA;2,8;0;0;0;1;0;0
"51954";1986;8;NA;8,4;0;0;0;0;0;0
"51955";1974;90;NA;3,8;0;0;1;0;0;0
"51956";1952;74;NA;3;0;0;1;0;0;0
"51957";1948;7;NA;7,6;0;1;0;0;0;0
"51958";1987;88;NA;4,3;0;0;1;1;0;0
"51959";1968;90;NA;4,5;0;0;1;1;0;0
"51960";1993;102;NA;5,4;0;0;1;0;0;1
"51961";2004;95;NA;7,9;0;0;0;0;1;0
"51962";2003;3;NA;9,8;0;1;0;0;0;0
"51963";1926;23;NA;3,3;0;0;1;0;0;0
"51964";1944;60;NA;5,5;0;0;1;0;0;0
"51965";1966;109;NA;5,6;0;0;1;0;0;0
"51966";1932;63;NA;7,1;0;0;0;1;0;0
"51967";1972;80;20000;3;0;0;0;0;0;0
"51968";1936;67;NA;7,2;0;0;0;0;0;0
"51969";1974;89;NA;5,4;1;0;0;1;0;0
"51970";1999;98;20000000;6;0;0;1;0;0;1
"51971";1933;77;NA;5,8;0;0;1;0;0;0
"51972";1980;78;NA;6,2;0;0;0;0;0;0
"51973";2004;118;NA;6,9;0;0;1;0;0;0
"51974";1994;93;NA;6;0;0;1;1;0;1
"51975";1981;97;NA;5,4;0;0;0;1;0;0
"51976";1998;8;NA;5,5;0;1;0;0;0;0
"51977";1975;93;NA;9,3;0;0;0;0;1;0
"51978";1941;4;NA;5,4;0;1;0;0;0;0
"51979";2000;80;10000;7,7;1;0;0;0;0;0
"51980";1964;69;NA;3,4;1;0;0;0;0;0
"51981";1997;38;NA;5,8;0;0;0;0;1;0
"51982";1986;85;NA;7,8;0;0;0;0;0;0
"51983";1935;18;NA;6,7;0;0;0;0;0;0
"51984";1963;108;NA;6,8;0;0;1;0;0;0
"51985";1945;105;NA;6,4;0;0;0;0;0;0
"51986";1979;45;NA;4,5;0;0;0;0;0;0
"51987";2002;7;NA;3,8;0;0;0;0;0;0
"51988";1974;79;NA;6,4;1;0;0;0;0;0
"51989";1965;117;NA;5,5;0;0;1;0;0;0
"51990";1986;96;NA;2,9;0;0;0;0;0;0
"51991";1999;79;NA;4;0;0;0;0;0;0
"51992";2004;13;NA;6,5;0;1;0;0;0;0
"51993";2000;30;NA;2,6;0;0;0;1;0;0
"51994";1976;91;NA;6,3;0;0;0;0;0;0
"51995";1987;87;NA;5,9;0;0;1;0;0;0
"51996";1995;90;NA;9,7;0;0;0;1;0;0
"51997";1903;1;NA;3,5;0;0;0;0;0;0
"51998";1936;10;NA;7,5;0;1;1;0;0;0
"51999";1987;6;NA;6;0;0;0;0;0;0
"52000";1985;8;NA;5,8;0;0;0;0;0;0
"52001";1999;70;NA;5,6;0;0;0;0;1;0
"52002";1998;83;NA;2,6;0;0;1;0;0;0
"52003";1939;8;NA;6,6;0;1;1;0;0;0
"52004";1952;7;NA;6,8;0;1;1;0;0;0
"52005";1972;94;NA;3,3;0;0;0;1;0;0
"52006";1991;50;NA;6,9;0;1;0;0;0;0
"52007";1994;86;NA;5,5;0;1;0;1;0;0
"52008";2005;95;NA;4,5;0;0;1;1;0;0
"52009";2002;26;NA;6,7;0;0;1;0;0;0
"52010";1983;86;NA;3,9;1;0;0;1;0;0
"52011";1939;95;1000000;6;1;0;0;1;0;1
"52012";1967;90;NA;5,4;1;0;0;1;0;1
"52013";1953;103;NA;6,4;0;0;0;0;0;0
"52014";1932;67;NA;3;0;0;0;1;0;0
"52015";1942;78;NA;5,4;0;0;0;1;0;0
"52016";1985;90;NA;3,5;1;0;0;1;0;0
"52017";1988;90;NA;2,9;1;0;0;1;0;0
"52018";1964;73;NA;5;1;0;0;1;0;0
"52019";1963;65;NA;5,6;0;0;0;1;0;0
"52020";1947;60;NA;5,9;0;0;0;0;0;0
"52021";1991;90;NA;1,8;0;0;0;0;0;0
"52022";1956;70;NA;4,9;0;0;0;0;0;0
"52023";1933;70;NA;6,8;0;0;0;1;0;0
"52024";1953;82;NA;5,3;0;0;0;0;0;0
"52025";1954;76;NA;5,3;0;0;0;0;0;0
"52026";1958;92;NA;6,6;0;0;0;0;0;0
"52027";1943;112;NA;6,3;0;0;0;1;0;0
"52028";1986;90;NA;4,4;1;0;0;0;0;0
"52029";1946;57;NA;5,3;0;0;0;0;0;0
"52030";1937;58;NA;5,3;0;0;0;0;0;0
"52031";1977;95;NA;4;0;0;0;0;0;0
"52032";1960;92;NA;5,6;1;0;0;1;0;0
"52033";2003;50;150000;9,3;0;0;0;0;1;0
"52034";1937;87;NA;5,9;0;0;0;1;0;0
"52035";1952;97;NA;5,3;0;0;0;1;0;0
"52036";1948;61;NA;6,3;0;0;0;0;0;0
"52037";1959;81;NA;5,4;0;0;0;0;0;0
"52038";1947;103;NA;6,5;0;0;0;1;0;0
"52039";1961;97;NA;5,5;0;0;0;0;0;0
"52040";1951;84;NA;6,3;0;0;0;1;0;0
"52041";1965;130;9000000;6,8;1;0;0;0;0;0
"52042";2001;18;NA;6,6;0;0;1;1;0;0
"52043";1968;89;NA;6,1;0;0;0;0;0;0
"52044";1952;98;NA;5,1;0;0;0;1;0;0
"52045";2004;95;57000000;4,4;1;0;1;0;0;0
"52046";1966;93;NA;6,5;1;0;0;0;0;0
"52047";1929;85;NA;7,1;0;0;0;1;0;0
"52048";1947;44;NA;6,9;0;0;0;0;1;0
"52049";1974;114;4000000;6,8;1;0;1;0;0;0
"52050";1977;158;NA;5,8;0;0;0;0;0;0
"52051";1945;78;NA;5,2;0;0;0;0;0;0
"52052";1992;119;NA;6,5;0;0;0;0;0;0
"52053";2000;100;NA;6,2;1;0;0;1;0;1
"52054";1933;62;NA;5,9;0;0;0;0;0;0
"52055";1942;61;NA;7;0;0;0;0;0;0
"52056";1958;73;NA;6,2;0;0;0;1;0;0
"52057";2004;18;NA;6;1;0;1;0;0;0
"52058";2002;87;7000000;4,2;0;0;1;0;0;0
"52059";1998;75;NA;7;1;0;0;0;0;0
"52060";2004;98;NA;5,4;0;0;1;0;0;0
"52061";2000;90;NA;8;0;0;0;1;0;0
"52062";1995;116;NA;7,1;0;0;0;0;0;0
"52063";1998;87;NA;6,6;1;0;0;0;0;0
"52064";1998;18;NA;6,9;0;0;0;1;0;0
"52065";1943;81;NA;5,5;0;0;0;1;0;0
"52066";1954;21;NA;7,5;0;0;0;0;1;0
"52067";2001;92;NA;3,9;0;0;0;0;0;0
"52068";1946;186;NA;8,9;0;0;0;0;0;0
"52069";1959;80;NA;6,3;0;0;1;0;0;0
"52070";1972;98;NA;6,7;0;0;1;0;0;0
"52071";1971;85;NA;7,6;0;0;1;1;0;0
"52072";1994;96;NA;6,2;0;0;0;1;0;0
"52073";1994;84;NA;5,8;0;0;0;0;0;0
"52074";1990;102;NA;6,3;0;0;0;1;0;0
"52075";1976;84;NA;5,6;0;0;0;0;0;0
"52076";1977;124;NA;6,3;0;0;0;0;0;0
"52077";1954;58;NA;1;0;0;0;0;1;0
"52078";2003;115;NA;6,4;1;0;0;1;0;0
"52079";1999;93;NA;5,1;0;0;0;1;0;1
"52080";1996;116;NA;7,6;0;0;0;1;0;1
"52081";1992;87;NA;3,9;0;0;0;0;0;0
"52082";2002;93;NA;6,5;0;0;0;1;0;0
"52083";1987;93;NA;5,3;1;0;0;0;0;0
"52084";1989;90;NA;6,1;1;0;0;0;0;0
"52085";1973;104;NA;6;1;0;0;1;0;0
